orig_text,reporting_date
"Australian Air Express DH8C at Wagga Wagga on Apr 11th 2007, engine failure",2008-06-13
"Brussels Airlines A332 at Abidjan on June 11th 2008, rejected takeoff",2008-06-13
"Dragonair A333 at Hong Kong on June 12th 2008, turbulence injures 13 people",2008-06-13
"Easyjet A319 at Edinburgh on June 10th 2008, strong green laser",2008-06-13
"KLM B744 over England on June 12th 2008, oil pressure and temperature problems",2008-06-13
"Monarch A306 at Corfu on June 9th 2008, blown tyre on landing",2008-06-13
"Northwest DC93 near Eau Claire on June 12th 2008, loss of pressurization",2008-06-13
"Air Canada A320 at Edmonton on June 10th 2008, hydraulics failure",2008-06-14
"Air France B773 at Pointe-A-Pitre on June 14th 2008, control tower on fire",2008-06-14
"Calm Air SF34 at Thompson on Jun 8th 2008, propeller blade broke",2008-06-14
"Kingfisher A320 at Delhi on June 14th 2008, bird strike",2008-06-14
"LOT B735 at London on June 4th 2007, primary instruments went blank",2008-06-14
Silverjet ceases operation,2008-06-14
"Zoom Airlines B752 at Glasgow on June 13th 2008, damaged tyre on takeoff",2008-06-14
"Air Berlin A332 at Barcelona on June 14th 2008, door problem",2008-06-15
Trouble in New York,2008-06-15
"Arik Air B733 at Abuja on June 15th 2008, engine failure",2008-06-16
"Augsburg Airways DH8C  at Linz on June 12th 2008, rejected takeoff",2008-06-16
"Egyptair A321 at Cairo on June 14th 2008, gear problems, burst tyre",2008-06-16
"Qantas B744 at Los Angeles on Oct 20th 2007, burst tyre on takeoff, hydraulics failure",2008-06-16
"Southwest B73G at Santa Ana on June 14th 2008, smell of smoke",2008-06-16
"United Airlines B752 near Newark on June 14th 2008, flaps problems",2008-06-16
"United Airlines B772 near Denver on June 14th 2008, medical emergency",2008-06-16
"XL Airways B738 at Samos on June 12th 2008, tail strike on takeoff",2008-06-16
"British Airways B744 near Blackpool on June 15th 2008, air conditioning failed",2008-06-17
"British Airways B744 near Dublin on June 15th 2008, traffic congestion, crew out of duty hours, diversion",2008-06-17
"Goannas close Delhi runway, Jun 16th 2008",2008-06-17
"Icelandair B752 at Toronto on June 13th 2008, flaps problems",2008-06-17
"Jazz DH8A at Toronto on June 13th 2008, landing gear problem",2008-06-17
"Skywest E120 near Bakersfield on June 16th 2008, smoke in cabin",2008-06-17
"Southwest B733 at Phoenix on June 16th 2008, overheated brakes cause burst tyre on landing",2008-06-17
"American B738 at West Palm Beach on June 17th 2008, burst nose gear tyres during diversion",2008-06-18
"American B763 near Bermuda on June 16th 2008, medical emergency",2008-06-18
"American Eagle E145 at Kansas on June 18th 2008, smoke in cabin",2008-06-18
"Delta Airlines B764 near Halifax on Jun 16th 2008, medical emergency",2008-06-18
"LTE A320 at Tenerife on June 16th 2008, engineer sucked into engine during test",2008-06-18
"Lufthansa A343 at Munich on June 16th 2008, highloader crashed into engine",2008-06-18
"Lufthansa A343 near Montreal on June 15th 2008, medical emergency",2008-06-18
"Transaero B742 at Bourgas on June 17th 2008, gear strut went off paved surface",2008-06-18
"Airlinair AT42 near Lyon on June 13th 2008, lost wheel",2008-06-19
"Comair B732 at Durban on June 18th 2008, overran runway on landing in bad weather",2008-06-19
"Continental B733 at Saint John's on June 15th 2008, smoke in cockpit",2008-06-19
"First Choice B763 near Orlando on June 13th 2008, smell of smoke in cabin",2008-06-19
"Jazz CRJ1 near Montreal on June 16th 2008, broken windshield",2008-06-19
"Jetblue A320 near  Denver on June 13th 2008, unruly passenger",2008-06-19
"Lufthansa RJ85 on Mar 21st 2008, deicing fluid (?) blocks elevators and ailerons",2008-06-19
"Qantas B744 at London on June 17th 2008, fumes in cabin",2008-06-19
"US Airways B752 near Cancun on June 15th 2008, engine overheated, IFSD",2008-06-19
"Wiggins Airways DHC6 at Hyannis on June 18th 2008, failed to climb out",2008-06-19
"Air Canada A320 at Toronto on June 18th 2008, bird strike, bird ""intact""",2008-06-20
"American B752 near Miami on June 19th 2008, fumes in cabin",2008-06-20
"Delavia T154 near Barnaul on June 20th 2008, slat/flaps problems",2008-06-20
"Delta Airlines B763 over Atlantic on June 19th 2008, passenger attempts to set fire",2008-06-20
"Midwest B717 at Dallas on June 19th 2008, Van crashed into tail of aircraft",2008-06-20
"Rex SF34 at Sydney on Sep 21st 2007, lost separation, TCAS RA",2008-06-20
"Sunstate DH8C near Weipa on June 20th 2008, propeller runaway, IFSD",2008-06-20
"UTAir T134 at Kaliningrad on June 18th 2008, engine vibrations, gear collapse, departed runway",2008-06-20
"Lufthansa A346 near Goose Bay on June 19th 2008, medical emergency",2008-06-21
"Mesa Airlines DH8B near Scottbluff on June 19th 2008, oil pressure problem",2008-06-21
"Ocean Air F100 at Cuiaba on June 20th 2008, rejected takeoff",2008-06-21
"United Airlines B744 near Calgary on June 19th 2008, medical emergency",2008-06-21
"Aerolineas Argentinas B735 at Buenos Aires on June 21st 2008, nose gear did not retract",2008-06-22
"Air China A343 near Moscow on June 20th 2008, low oil pressure",2008-06-22
"Brit Air F100 at Lorient on June 22nd 2008, hydraulics problems, rudder issues, gear doors down",2008-06-23
"Cathay Pacific A343 over Pacific on June 18th 2008, crack in windshield",2008-06-23
"Easyjet B73G at Belfast on June 23rd 2008, rejected takeoff due to weight distribution",2008-06-23
"Garuda B734 at Yogyakarta on Mar 7th 2007, overran runway and burst into flames",2008-06-23
"American B752 at Los Angeles on June 23rd 2008, smoke, smell of fuel, hazmat",2008-06-24
"British  Airways B733 at Gibraltar on June 23rd 2008, bird strike cancels return flight",2008-06-24
"Cathay Pacific A333 near Dhaka on June 23rd 2008, medical emergency",2008-06-24
"Delta Airlines B764 at Atlanta on June 20th 2008, mechanical problems",2008-06-24
"Gear box reduces service level of Asturias airport, June 21st 2008",2008-06-24
"Jet Airways B77W near Delhi on June 17th 2008, baby on board dies",2008-06-24
"Northwest DC95 at Port  Columbus on June 22nd 2008, emergency after takeoff, hot cabin",2008-06-24
"REX SF34 near Wagga Wagga on June 22nd 2008, engine inflight shut down",2008-06-24
"United Airlines A320 near New York on June 21st 2008, nearly landed on wrong airport",2008-06-24
"United Airlines B752 near Boston on June 23rd 2008, cracked windshield",2008-06-24
"Air Canada A320 at Winnipeg on June 18th 2008, wind shear",2008-06-25
"Air Canada A333 near St. John's on June 23rd 2008, engine problem",2008-06-25
"Air Canada E190 at Toronto on June 23rd 2008, unsafe gear indication",2008-06-25
"Continental B752 near Azores on June 24th 2008, smoke in galley",2008-06-25
"Garuda B733 at Jakarta on June 25th 2008, rejected takeoff due to punctured tyre",2008-06-25
"Runway lighting failure diverts two airliners at Sao Luiz, June 24th 2008",2008-06-25
"Sibir Airlines A310 at Munich on Mar 4th 2006, asymmetric engine acceleration, veered off runway on takeoff",2008-06-25
"Zoom Airlines B763 near Salt Lake City on June 23rd 2008, medical emergency",2008-06-25
"American Eagle E145 at Westchester on June 25th 2008, loose fuel cap forces return",2008-06-26
Fire at JFK's control tower disrupts traffic for an hour,2008-06-26
"Indian Airlines A320 near Chennai on June 26th 2008, engine trouble prompts return",2008-06-26
"All Nippon B77W at Los Angeles on June 19th 2008, runway incursion because  B77W tag unrecognized",2008-06-27
"Corsair A332 at Halifax on June 25th 2008, entered runway without clearance",2008-06-27
"Delta Airlines B763 near Edinburgh on June 26th 2008, medical emergency",2008-06-27
"Indian Airlines A320 at Mumbai  on  June 4th 2008, loss of communication, pilots allegedly asleep",2008-06-27
"Northwest A333 over Scotland on June 25th 2008, medical emergency",2008-06-27
"Silkair A320 at Xiamen on June 26th 2008, burst tyre on takeoff",2008-06-27
"Air Canada A320 near Las Vegas on June 19th 2008, loss of pressurization",2008-06-28
"Cathay Pacific A333 near Hong Kong on June 26th 2008, turbulence injures 10 people",2008-06-28
"Centralwings B733 near Zurich on June 27th 2008, lightning strike enroute",2008-06-28
"Czech Airlines AT72 near Munich on June 22nd 2008, engine problem",2008-06-28
"Lufthansa B744 over Scotland on June 26th 2008, medical emergency",2008-06-28
"United Airlines B744 at Chicago on June 20th 2008, bird strike, engine shut down",2008-06-28
"Westjet B736 at Prince George on June 27th 2008, coyote delays landing",2008-06-28
"Islena Airlines SH36 at San Pedro Sula on June 27th 2008, tyre deflated on landing",2008-06-29
"US Airways A319 near Miami on June 25th 2008, unruly passenger",2008-06-29
"Aerolineas Argentinas A342 at Auckland on June 24th 2008, lightning strike",2008-06-30
"LAN Airlines A343 at Auckland on June 24th 2008, lightning strike damages airplane nose",2008-06-30
"Qantas B743 near Melbourne on Feb 4th 2007, engine shut down in flight",2008-06-30
"United Airlines B763 at Chicago/Munich on June 27th 2008, burst tyre at takeoff, tyre parts discovered in wing after landing",2008-06-30
"XL Airways B738 at Glasgow on June 28th 2008, unruly passenger",2008-06-30
"Aer Lingus A333 near Saint John's on June 30th 2008, medical emergency",2008-07-01
"All Nippon B77W at Chicago on June 30th 2008, bird strike, engine failure",2008-07-01
"British Airways A319 over North Sea on June 23rd 2008, emergency descent",2008-07-01
"Cathay Pacific B744 at San Francisco on Jul 1st 2008, hydraulics problems",2008-07-01
"Continental B733 over Gulf on June 30th 2008, turbulence injures three flight attendants",2008-07-01
"Delta Airlines B764 near Bangor on June 27th 2008, medical emergency",2008-07-01
Dornier 328 burned down in hangar,2008-07-01
"Jazz CRJ2 at Toronto on June 30th 2008, bird strike",2008-07-01
"US Airways A333 near Halifax on June 27th 2008, cracked windshield",2008-07-01
"Iberia A343 at Madrid on Jul 1st 2008, unruly passengers",2008-07-02
"UTAir T154 at Munich on Jul 1st 2008, burst tyre on takeoff",2008-07-02
"British Airways A319 at Belgrade on June 30th 2008, too much curry",2008-07-03
"China Southern MD82 near Changsha on Jul 3rd 2008, medical emergency",2008-07-03
"First Air and Canadian North B732s at Yellowknife on Jul 2nd 2008, TCAS resolution",2008-07-03
"Jazz CRJ2 at Ft. St. John on Jul 1st 2008, two rejected takeoffs",2008-07-03
"UPS MD11 near St. John's on Jul 1st 2008, mechanical problem",2008-07-03
"Air Berlin B738 near Munich on Jul 3rd 2008, lightning strike",2008-07-04
"American MD82 at Atlanta on Jul 2nd 2008, blown tyre on landing",2008-07-04
"Flybe DH8D at Manchester on Jul 2nd 2008, incapacitated captain",2008-07-04
"Israir A320 at Tel Aviv on Jul 4th 2008, engine shut down in flight",2008-07-04
Sofia Airport reopens after being closed for 12 hours due to explosions in ammunition depot,2008-07-04
"US Airways E190 and Air Canada B763 at Toronto on Jul 3rd 2008, loss of separation, resolution not by TCAS",2008-07-04
"Aeroflot TU154M at St. Petersburg on June 30th 2008, uncontained engine failure, takeoff rejected",2008-07-05
"Norwegian Air  Shuttle B733 near Copenhagen on Jul 5th 2008, engine  shut down in flight",2008-07-05
"Qatar Airways A333 near Kolkata on Jul 4th 2008, medical emergency, passenger refused treatment",2008-07-05
"Kingfisher A320 at Delhi on Jul 3rd 2008, bird strike, rejected takeoff",2008-07-06
"Shanghai Airlines B763 near Beijing on Jul 4th 2008, turbulence injures 22 people",2008-07-06
"Air Pacific B744 over Tasman Sea on Jul 7th 2008, medical emergency",2008-07-07
ATC sectors unmanned in Australia,2008-07-07
"British Airways B772 enroute on June 29th 2008, right engine unresponsive to throttles for 90 seconds",2008-07-07
"Rex SF34 at Orange on Jul 6th 2008, lost wheel after takeoff",2008-07-07
"Transaero B733 at Moscow/Kiev on Jul 6th 2008, damaged tires during takeoff",2008-07-07
"United Airlines B744 near Glasgow on Jul 4th 2008, arcing galley",2008-07-07
"Air Canada E190 near Calgary on Jul 5th 2008, emergency descent",2008-07-08
"Air Wisconsin CRJ2 near Lexington on Jul 7th 2008, engine problems",2008-07-08
"American Eagle AT72 near Fort de France on Jul 6th 2008, fire in cockpit",2008-07-08
"Northwest B752 at Tampa on Jul 6th 2008, inexplicable dented nose",2008-07-08
"Southwest B733 at Chicago on Jul 5th 2008, blown tyre on landing",2008-07-08
"United Airlines B763 near Boston on Jul 4th 2008, ""maintenance issue"" causes diversion",2008-07-08
"Air France B744 near Salt Lake City on Jul 7th 2008, medical emergency",2008-07-09
"Air Wisconsin CRJ2 at Norfolk on Jul 8th 2008, could not retract gear",2008-07-09
"American MD82 near Little Rock on Jul 8th 2008, smoke in cockpit",2008-07-09
"Continental B735 at Cleveland on Jul 8th 2008, APU fire",2008-07-09
"Delta Airlines MD88 at Greenville on Jul 8th 2008, high oil pressure indication, engine shut down",2008-07-09
New Airworthiness Directive for MD-8x issued by FAA to be complied with within 24 months,2008-07-09
"US Airways B762 near Gander on Jul 7th 2008, medical emergency",2008-07-09
"Air New Zealand B744 at Los Angeles on Jul 7th 2008, bird strike, rejected takeoff",2008-07-10
"American A306 at Santo Domingo on Jul 8th 2008, hydraulics leak",2008-07-10
"American Airlines MD82 at Dallas on Jul 9th 2008, stabilisation problems",2008-07-10
"US Airways A319 at Dallas on June 23rd 2008, medical emergency",2008-07-10
"Izhavia AN26 at Ulyanovsk on Jul 9th 2008, engine failure",2008-07-11
"Qantas B717 at Darwin on Feb 7th 2008, very hard landing",2008-07-11
"Thomsonfly B763 over Atlantic on Jul 8th 2008, hydraulics leak",2008-07-11
"XL Airways B739 near Larnaca on Jul 9th 2008, engine failure",2008-07-11
"Indian Airlines A320 at Mumbai on Jul 11th 2008, hydraulics leak",2008-07-12
"Jazz CRJ2 at Kelowna on June 20th 2008, rejected takeoff",2008-07-12
"Northwest DC93 at Minot on Jul 11th 2008, engine shut down in flight",2008-07-12
"Ocean Air F100 at Sao Paulo on Jul 11th 2008, burst all main tyres on landing",2008-07-12
"Qatar Airways A333 near Mumbai on Jul 12th 2008, unruly passenger",2008-07-12
"US Airways B752 near Bangor on Jul 8th 2008, medical emergency",2008-07-12
"Mesaba Airlines CRJ900 at Syracuse on Jul 13th 2008, smoke in cabin",2008-07-13
"American MD82 at Dallas on Jul 13th 2008, engine fire indication",2008-07-14
"Spanair MD82 near Valencia on Jul 12th 2008, jolts, violent rolls, marginal performance",2008-07-14
"Air Canada A319 at Toronto on Jul 12th 2008, engine shut down",2008-07-15
"Air Canada E190 at Toronto on Jul 12th 2008, wake turbulence encounter",2008-07-15
Jersey (UK) Airport hampered by nearby fire,2008-07-15
"RyanAir B738 at Graz on Jul 14th 2008, smoke in cabin while waiting in thunderstorm",2008-07-15
"Swiss RJ1H near Zurich on Dec 6th 2006, crew  forgot to turn pressurization on",2008-07-15
"Thomsonfly B738 at Doncaster on Jul 13th 2008, emergency return",2008-07-15
"Air  Canada A320 near Thunder Bay on Jul 13th 2008, medical emergency",2008-07-16
"Chautauqua E145 at Covington on Jul 14th 2008, blown tyre, rejected takeoff",2008-07-16
"China Eastern A319 near Changsa on June 19th 2008, fire in cargo hold",2008-07-16
"Delta Airlines MD88 at St. Louis on Jul 15th 2008, engine failure, lost part",2008-07-16
"Northwest B742 near Seattle on Jul 3rd 2008, engine failure resolved",2008-07-16
"Skywest CRJ2 near Kalispell on Jul 15th 2008, cracked windshield",2008-07-16
"China Southern A320 near Changsa on Jul 16th 2008, medical emergency",2008-07-17
"Delays at Dublin (DUB) due to radar failure, Jul 9th 2008",2008-07-17
"First Choice B763 near Bermuda on Jul 16th 2008, unruly passenger",2008-07-17
"Gojet CRJ7 near Rochester on Jul 16th 2008, smoke in cockpit",2008-07-17
Nitrogen to replace oxygen in center fuel tanks,2008-07-17
"COPA Panama B73G at Panama City on Jul 17th 2008, engine ingests bird at takeoff",2008-07-18
"Jetstar Airways A320 near Canberra on Jul 12th 2008, ATC concerned of a possible collision",2008-07-18
"Korean Air B744 near Hokkaido  on Jul 17th 2008, false APU fire alert",2008-07-18
"Pinnacle CRJ2 at Toronto on Jul 17th 2008, control problems, emergency landing",2008-07-18
"Ryanair reducing services, closing some routes for 6 weeks",2008-07-18
"Air Canada A343 at Hong Kong on Jul 8th 2008, oil leak",2008-07-19
"Air Canada B763 near Frankfurt on Jul 7th 2008, flight attendant suffers from jellyfish sting",2008-07-19
"American B752 near Oklahoma on Jul 18th 2008, hot passenger strip",2008-07-19
"American B772 near Goose Bay on Jul 17th 2008, medical emergency",2008-07-19
